goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillStack/0-4         	50000000	        35.7 ns/op	      32 B/op	       1 allocs/op
BenchmarkFillStack/1000000-4   	      30	  43880752 ns/op	32059536 B/op	 1001959 allocs/op
BenchmarkFillStack/1000000-4   	      30	  44473483 ns/op	32059536 B/op	 1001959 allocs/op
BenchmarkFillStack/1000000-4   	      30	  42908607 ns/op	32059536 B/op	 1001959 allocs/op
BenchmarkFillStack/1000000-4   	      30	  43207101 ns/op	32059536 B/op	 1001959 allocs/op
BenchmarkMicroserviceStack/0-4 	30000000	        34.0 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        33.9 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        34.2 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        34.4 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        33.6 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        34.0 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        34.6 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        33.9 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        33.9 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/0-4 	50000000	        34.0 ns/op	      32 B/op	       1 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       346 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       345 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       345 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       346 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       348 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       346 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       341 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       344 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       341 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/1-4 	 5000000	       341 ns/op	     256 B/op	      10 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2389 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2407 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	  500000	      2400 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	  500000	      2411 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2393 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2389 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2385 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2385 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2399 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/10-4         	 1000000	      2386 ns/op	    1520 B/op	      74 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22250 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22231 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22334 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22217 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22353 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22204 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22175 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22198 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22249 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/100-4        	  100000	     22256 ns/op	   16720 B/op	     706 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    211303 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    210733 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    211393 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    210850 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    211258 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    210461 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    212912 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    212310 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    212615 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/1000-4       	   10000	    212033 ns/op	  133904 B/op	    7007 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2132193 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2168955 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2188636 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2147066 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2149949 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2148624 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2152386 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2180339 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2159216 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/10000-4      	    1000	   2145776 ns/op	 1289792 B/op	   70025 allocs/op
BenchmarkMicroserviceStack/100000-4     	     100	  23764126 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	      50	  23680284 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	      50	  23601614 ns/op	12815809 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	      50	  23798248 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	     100	  24120041 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	     100	  23541907 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	      50	  23483957 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	     100	  23700195 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	     100	  23802164 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/100000-4     	      50	  23552636 ns/op	12815808 B/op	  700201 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 241588084 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 242118796 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 255489229 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 242755325 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 240753711 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 240748216 ns/op	128059555 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 246212463 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 243218804 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 246359642 ns/op	128059555 B/op	 7001959 allocs/op
BenchmarkMicroserviceStack/1000000-4    	       5	 241454310 ns/op	128059536 B/op	 7001959 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3417 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3434 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3360 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3376 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3310 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3370 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  300000	      3362 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3417 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3434 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/1-4            	  500000	      3361 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34085 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34811 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     35043 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34099 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     33428 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34581 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34073 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34774 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34584 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/10-4           	   50000	     34904 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullStack/100-4          	    3000	    337318 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    332889 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    339453 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    333117 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    339258 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    343340 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    334828 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    335612 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    336566 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/100-4          	    5000	    331414 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3341883 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3358630 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3295777 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3249502 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3369582 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3305977 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3417660 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3328463 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3288571 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/1000-4         	     500	   3377744 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32653906 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32350671 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32539991 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32192541 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32389734 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32981326 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32419858 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  33072448 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32761363 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/10000-4        	      50	  32380534 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 358411870 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 363508740 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 356356868 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 353368510 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 360075347 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 354080767 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 364389182 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 360340956 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 358849054 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullStack/100000-4       	       3	 359638873 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3483 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3475 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3512 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3492 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3501 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3520 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3530 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3508 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3471 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/1-4                	  500000	      3496 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillStack/10-4               	   50000	     34735 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33519 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     34096 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33556 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33673 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33684 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33778 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33405 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33395 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/10-4               	   50000	     33552 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    321590 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    327074 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    327113 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    326530 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    324778 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    322856 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    323277 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    321844 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    320949 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/100-4              	    5000	    324412 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3224513 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3226120 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3223243 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3232046 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3224560 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3211386 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3221633 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3186516 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3233498 ns/op	 1600043 B/op	  100000 allocs/op
BenchmarkRefillStack/1000-4             	     500	   3198705 ns/op	 1600044 B/op	  100000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32698229 ns/op	16003397 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32578845 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32461069 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32577112 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32194495 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  33173481 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32924069 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32518153 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32175826 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/10000-4            	      50	  32248039 ns/op	16003395 B/op	 1000000 allocs/op
BenchmarkRefillStack/100000-4           	       3	 375799862 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 379412968 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 377450923 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 383588934 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 372744069 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 379582769 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 378403402 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 376166272 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 375381602 ns/op	160538602 B/op	10000067 allocs/op
BenchmarkRefillStack/100000-4           	       3	 377746018 ns/op	160538602 B/op	10000067 allocs/op
