goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillCookiejar/0-4         	  200000	      9878 ns/op	   65648 B/op	       3 allocs/op
BenchmarkFillCookiejar/10-4        	  200000	     10325 ns/op	   65808 B/op	      13 allocs/op
BenchmarkFillCookiejar/10-4        	  200000	     10295 ns/op	   65808 B/op	      13 allocs/op
BenchmarkFillCookiejar/10-4        	  200000	     10250 ns/op	   65808 B/op	      13 allocs/op
BenchmarkFillCookiejar/10-4        	  200000	     10196 ns/op	   65808 B/op	      13 allocs/op
BenchmarkFillCookiejar/10-4        	  200000	     10186 ns/op	   65808 B/op	      13 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12723 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     13147 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12832 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12754 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12918 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     13021 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     14156 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12816 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12616 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/100-4       	  100000	     12566 ns/op	   67248 B/op	     103 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39399 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39100 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39170 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     42772 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   30000	     39626 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   30000	     39142 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39044 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     40082 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39089 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/1000-4      	   50000	     39042 ns/op	   81648 B/op	    1003 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    323170 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    324944 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    323865 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    327442 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    333896 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    326723 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    322650 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    321571 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    319445 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/10000-4     	    5000	    322180 ns/op	  356864 B/op	   10007 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3720213 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3620470 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3635446 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3784443 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3680035 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3525765 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3546310 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3545547 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3513161 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/100000-4    	     500	   3541815 ns/op	 3240000 B/op	  100032 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43942602 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43176647 ns/op	32068675 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43984376 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43548139 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43204909 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  43544379 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  44095507 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  45037946 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  42396138 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkFillCookiejar/1000000-4   	      30	  42675198 ns/op	32068672 B/op	 1000255 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	     10118 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9899 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9849 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9876 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	     10022 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	     10159 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9813 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9837 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9775 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/0-4 	  200000	      9726 ns/op	   65648 B/op	       3 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10026 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10014 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10087 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10010 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10046 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10048 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10009 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10032 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10085 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/1-4 	  200000	     10792 ns/op	   65760 B/op	      10 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12156 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     13085 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12294 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  200000	     12211 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  200000	     12157 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12193 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  200000	     12043 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12913 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12941 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/10-4         	  100000	     12025 ns/op	   66768 B/op	      73 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29425 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29643 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29585 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     32094 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     31083 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     30082 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29659 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29783 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29657 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/100-4        	   50000	     29664 ns/op	   76848 B/op	     703 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    203484 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    202081 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    203018 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    202643 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    206454 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    203322 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    203008 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    204360 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    204087 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/1000-4       	   10000	    203366 ns/op	  177648 B/op	    7003 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1959721 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1978184 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1957656 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1979461 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1963046 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1968772 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1993514 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1999597 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1996306 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/10000-4      	    1000	   1984625 ns/op	 1316864 B/op	   70007 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  23295859 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  23133391 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  23199200 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  22984680 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  23531666 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  22937216 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  22566079 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  22756881 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  24115587 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/100000-4     	     100	  23061304 ns/op	12840000 B/op	  700032 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 238950645 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 238676064 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 244076175 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 251553082 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 238393223 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 242967922 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 241303106 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 247792728 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 241111964 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkMicroserviceCookiejar/1000000-4    	       5	 235968186 ns/op	128068672 B/op	 7000255 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3053 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3022 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3111 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3052 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3106 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3118 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3113 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3115 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3085 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/1-4            	  500000	      3061 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     31233 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     31621 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     31500 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     32165 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     30818 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     31669 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     30941 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     32642 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     30745 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/10-4           	   50000	     31755 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    307085 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    314920 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    314041 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    306520 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    307097 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    300217 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    313097 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    298764 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    316713 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/100-4          	    5000	    304277 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3280158 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3213254 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3107827 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3386716 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3021783 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3023547 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3025740 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3068274 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3049864 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/1000-4         	     500	   3140059 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  33989510 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  33657591 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  34889358 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  33431304 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  31277558 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  30885023 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  34073215 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  30405373 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  31817950 ns/op	16000005 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/10000-4        	      50	  31408765 ns/op	16000000 B/op	 1000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 349173163 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 344565188 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 389911930 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 358323436 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 349209885 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 351461730 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 342309097 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 350608168 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 351337042 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillFullCookiejar/100000-4       	       3	 347219524 ns/op	160000000 B/op	10000000 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3396 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3389 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3298 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3376 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3322 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3390 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3455 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3349 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3341 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/1-4                	  500000	      3375 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     30789 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31296 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     30830 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     32044 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31275 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     32060 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31866 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31367 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31164 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/10-4               	   50000	     31281 ns/op	   16001 B/op	    1000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    312588 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    306156 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    308274 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    305639 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    309179 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    311168 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    303103 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    303058 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    302580 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/100-4              	    5000	    302971 ns/op	  160013 B/op	   10000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   2979441 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3120669 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3123886 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3025785 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3030761 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3035282 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3096254 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3072851 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3047228 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/1000-4             	     500	   3068233 ns/op	 1600131 B/op	  100000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30524613 ns/op	16003943 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30737946 ns/op	16003937 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  29766789 ns/op	16003939 B/op	 1000000 allocs/op
BenchmarkRefillCookiejar/10000-4            	      50	  30495314 ns/op	16003937 B/op	 1000000 allocs/op
