goos: darwin
goarch: amd64
pkg: github.com/ef-ds/stack-bench-tests
BenchmarkFillDeque/0-4         	50000000	        38.0 ns/op	      64 B/op	       1 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221888 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221900 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221834 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221173 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221889 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    222071 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	    5000	    222490 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221334 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/1000-4       	   10000	    221511 ns/op	  130032 B/op	    7013 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2269923 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2288154 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2271260 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2278746 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2274712 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2266954 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2274523 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2275435 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2284893 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/10000-4      	    1000	   2269898 ns/op	 1423968 B/op	   70151 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24819792 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24725078 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24815016 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24713691 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  25061010 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24843665 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24744356 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  25122299 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  25233862 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/100000-4     	      50	  24838681 ns/op	14421344 B/op	  701559 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 257743160 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 264274675 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 263466537 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 264875724 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 264911374 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 261074585 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 260483787 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259887379 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 260369670 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkMicroserviceDeque/1000000-4    	       5	 259134462 ns/op	144361952 B/op	 7015623 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3432 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3400 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3404 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3407 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3408 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3435 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3451 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3417 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3433 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/1-4            	  500000	      3405 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34743 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34766 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34304 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     35973 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34213 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34122 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34443 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34723 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34231 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/10-4           	   50000	     34281 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    341721 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    336988 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    345222 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    340610 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    339591 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    336823 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    340956 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    340095 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    341245 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/100-4          	    5000	    336695 ns/op	  160000 B/op	   10000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3364353 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3341738 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3348844 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3340187 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3360345 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3345255 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3347489 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3341398 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3333045 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/1000-4         	     500	   3360662 ns/op	 1600000 B/op	  100000 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37185413 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37380962 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37262860 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37185265 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37221638 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37333888 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      30	  37083951 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37104971 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37198856 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/10000-4        	      50	  37318914 ns/op	30089600 B/op	 1006800 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 389762329 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 413036972 ns/op	319958432 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 403615839 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 398286135 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 389633416 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 389517629 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 389948142 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 391034259 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 388685913 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillFullDeque/100000-4       	       3	 396849641 ns/op	319958400 B/op	10077200 allocs/op
BenchmarkRefillDeque/1-4                	  300000	      3657 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3687 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3690 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3665 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3577 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  300000	      3635 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3624 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3650 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  300000	      3680 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/1-4                	  500000	      3637 ns/op	    1600 B/op	     100 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35784 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35505 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35613 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35955 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35818 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35573 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     35808 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     36205 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     36162 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/10-4               	   50000	     36256 ns/op	   16000 B/op	    1000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    341470 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    344377 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    342628 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    351101 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    344794 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    344024 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    345556 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    346536 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    345230 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/100-4              	    5000	    346582 ns/op	  160001 B/op	   10000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3425585 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3359125 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3448271 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3407509 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3310619 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3319238 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3420957 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3398449 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3420866 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/1000-4             	     500	   3385173 ns/op	 1600036 B/op	  100000 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36452768 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36403451 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36477892 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      30	  36525162 ns/op	30090339 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36371237 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36676465 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36316058 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36697641 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36355549 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/10000-4            	      50	  36276864 ns/op	30090043 B/op	 1006800 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 390892523 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 390759873 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 390365407 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 392016943 ns/op	319965792 B/op	10077205 allocs/op
BenchmarkRefillDeque/100000-4           	       3	 390879382 ns/op	319965792 B/op	10077205 allocs/op
